gia,khoang_gia_min,khoang_gia_max,thuong_hieu,dong_xe,so_km_da_di,loai_xe,dung_tich_xe,xuat_xu,tuoi_xe,phan_khuc,gia_predict,resid,resid_z,vi_pham_minmax,ngoai_khoang_tin_cay,iso_score,score,is_anomaly
0.95,17.25,20.25,Honda,Dream,123,Xe số,50 - 100 cc,Thái Lan,31,trung_cap,11.606388880000013,-10.656388880000014,-1.9085330543477803,1,1,1,136.3413221739112,1
42.5,29.52,34.66,Yamaha,Exciter,9000,Tay côn/Moto,100 - 175 cc,Nhật Bản,1,pho_thong,31.047999970000006,11.452000029999994,2.9064943777578405,1,0,0,136.25977511031363,1
0.0299,29.62,34.78,Honda,Future,10000,Xe số,100 - 175 cc,Việt Nam,1,trung_cap,13.448538,-13.418638,-2.40147765194749,1,1,0,136.0591060778996,1
55.0,14.97,17.58,Honda,67,12345,Xe số,Dưới 50 cc,Nhật Bản,5,trung_cap,41.51700000000001,13.48299999999999,2.399326527033702,1,1,0,135.97306108134808,1
24.5,16.56,19.44,Honda,SH,20000,Tay ga,100 - 175 cc,Đang cập nhật,24,trung_cap,37.806999999999995,-13.306999999999995,-2.381554992333487,1,0,1,135.26219969333948,1
8.5,21.96,25.78,Honda,Air Blade,100000,Tay ga,100 - 175 cc,Việt Nam,7,trung_cap,21.78205454545455,-13.28205454545455,-2.3771032841353334,1,0,1,135.08413136541333,1
0.025,17.23,20.23,Yamaha,Janus,600,Tay ga,100 - 175 cc,Việt Nam,3,pho_thong,8.995999999999988,-8.970999999999988,-2.368058263915345,1,1,0,134.7223305566138,1
50.0,6.36,7.47,Honda,Cub,123,Xe số,Dưới 50 cc,Nhật Bản,17,trung_cap,36.80106800000001,13.198931999999992,2.348632407905535,1,1,0,133.9452963162214,1
19.3,9.95,11.68,Honda,Wave,1000,Xe số,100 - 175 cc,Thái Lan,23,trung_cap,32.39476666666666,-13.094766666666661,-2.3436803218920153,1,0,1,133.74721287568062,1
45.0,13.96,16.39,Honda,Winner,453,Tay côn/Moto,100 - 175 cc,Nhật Bản,9,trung_cap,31.837,13.163,2.342220066182733,1,1,0,133.6888026473093,1
60.0,44.41,52.13,Honda,SH,8000,Tay ga,50 - 100 cc,Nhật Bản,9,trung_cap,46.858999999999995,13.141000000000005,2.3382939969992296,1,1,0,133.5317598799692,1
